,GPS_seconds,satellite_number,variometric_derived_TEC,variometric_derived_TEC_filtered,absolute_derived_TEC,absolute_derived_TEC_filtered,latitude_piercing_point,longitude_piercing_point,satellite_azimuth,satellite_elevation_angle,distance_to_piercing_point,time
0,1326292620.0,1,0.0124949,-0.00602858,-0.227013,0.0607896,-6.2736,-170.1929,11.46,18.17,1674.5,1642286220.0
1,1326292650.0,1,0.0407314,0.0219949,-0.190032,0.108237,-6.3212,-170.1798,11.63,18.32,1670.0,1642286250.0
2,1326292680.0,1,0.0539642,0.0409393,-0.111259,0.130265,-6.3686,-170.167,11.79,18.46,1665.52,1642286280.0
3,1326292710.0,1,0.0770869,0.0518036,-0.0616694,0.154675,-6.4159,-170.1543,11.96,18.6,1661.05,1642286310.0
4,1326292740.0,1,0.0768467,0.0699987,-0.0372339,0.193697,-6.4629,-170.1419,12.12,18.75,1656.6,1642286340.0
5,1326292770.0,1,0.105991,0.0888326,0.0640738,0.209878,-6.5098,-170.1296,12.29,18.89,1652.17,1642286370.0
6,1326292800.0,1,0.0953049,0.0767444,0.00228019,0.178619,-6.5565,-170.1176,12.45,19.04,1647.75,1642286400.0
7,1326292830.0,1,0.0517207,0.0453894,0.0314113,0.154375,-6.603,-170.1058,12.62,19.19,1643.35,1642286430.0
8,1326292860.0,1,0.0514676,0.0392815,0.0514925,0.170073,-6.6493,-170.0942,12.78,19.33,1638.96,1642286460.0
9,1326292890.0,1,0.0562824,0.044958,0.0855491,0.164402,-6.6955,-170.0828,12.95,19.48,1634.59,1642286490.0
10,1326292920.0,1,0.0275273,0.0197704,0.0326057,0.114975,-6.7414,-170.0716,13.11,19.63,1630.24,1642286520.0
11,1326292950.0,1,-0.00813766,-0.0115595,0.0476865,0.094024,-6.7872,-170.0606,13.27,19.78,1625.91,1642286550.0
12,1326292980.0,1,0.00388819,-0.000628384,0.0858154,0.126374,-6.8328,-170.0497,13.44,19.92,1621.59,1642286580.0
13,1326293010.0,1,0.040451,0.0362621,0.146016,0.155505,-6.8782,-170.0391,13.6,20.07,1617.29,1642286610.0
14,1326293040.0,1,0.0577488,0.0605881,0.14131,0.160859,-6.9235,-170.0287,13.77,20.22,1612.99,1642286640.0
15,1326293070.0,1,0.0718041,0.0765324,0.190722,0.171177,-6.9685,-170.0185,13.93,20.37,1608.72,1642286670.0
16,1326293100.0,1,0.0995015,0.100908,0.210273,0.192424,-7.0134,-170.0084,14.1,20.52,1604.47,1642286700.0
17,1326293130.0,1,0.114187,0.124999,0.230985,0.202409,-7.0581,-169.9986,14.27,20.67,1600.23,1642286730.0
18,1326293160.0,1,0.111624,0.125125,0.21388,0.175681,-7.1026,-169.9889,14.43,20.82,1596.01,1642286760.0
19,1326293190.0,1,0.0794939,0.0885003,0.171978,0.111171,-7.1469,-169.9794,14.6,20.98,1591.8,1642286790.0
20,1326293220.0,1,0.0168061,0.0366439,0.0902997,0.0533644,-7.191,-169.9701,14.76,21.13,1587.62,1642286820.0
21,1326293250.0,1,-0.0173676,0.00428638,0.103866,0.0285431,-7.2349,-169.9609,14.93,21.28,1583.45,1642286850.0
22,1326293280.0,1,-0.0360008,-0.015697,0.0516972,-0.00363018,-7.2787,-169.952,15.09,21.43,1579.29,1642286880.0
23,1326293310.0,1,-0.0766181,-0.0505922,0.0188121,-0.0579864,-7.3223,-169.9432,15.26,21.59,1575.15,1642286910.0
24,1326293340.0,1,-0.111592,-0.0808321,-0.0237699,-0.0802423,-7.3657,-169.9346,15.43,21.74,1571.02,1642286940.0
25,1326293370.0,1,-0.104771,-0.071212,0.0259701,-0.0535809,-7.4089,-169.9262,15.59,21.89,1566.91,1642286970.0
26,1326293400.0,1,-0.0657827,-0.0369062,0.0460507,-0.0254242,-7.4519,-169.9179,15.76,22.05,1562.83,1642287000.0
27,1326293430.0,1,-0.0567394,-0.012474,0.0344901,-0.0180211,-7.4947,-169.9098,15.92,22.2,1558.76,1642287030.0
28,1326293460.0,1,-0.0413848,-0.00298918,0.0653059,-0.0190993,-7.5373,-169.9019,16.09,22.36,1554.7,1642287060.0
29,1326293490.0,1,-0.0397565,-0.000273192,0.0255159,-0.0241074,-7.5798,-169.8941,16.26,22.51,1550.66,1642287090.0
30,1326293520.0,1,-0.0498553,0.000577203,0.0321371,-0.0276072,-7.6221,-169.8865,16.42,22.67,1546.63,1642287120.0
31,1326293550.0,1,-0.0376515,0.00670085,0.0361864,-0.0207264,-7.6642,-169.8791,16.59,22.82,1542.62,1642287150.0
32,1326293580.0,1,-0.0268377,0.0209903,0.0396805,-0.00663607,-7.7061,-169.8718,16.76,22.98,1538.63,1642287180.0
33,1326293610.0,1,-0.0177849,0.0368085,0.0396354,0.00442805,-7.7478,-169.8646,16.93,23.14,1534.65,1642287210.0
34,1326293640.0,1,-0.00448425,0.0439358,0.0510672,0.00242475,-7.7893,-169.8577,17.09,23.3,1530.69,1642287240.0
35,1326293670.0,1,-0.0178057,0.0353823,-0.00200842,-0.016506,-7.8307,-169.8508,17.26,23.45,1526.75,1642287270.0
36,1326293700.0,1,-0.044359,0.0123336,-0.0175762,-0.0466617,-7.8718,-169.8442,17.43,23.61,1522.83,1642287300.0
37,1326293730.0,1,-0.0664204,-0.0180465,-0.0626213,-0.0797427,-7.9128,-169.8377,17.6,23.77,1518.91,1642287330.0
38,1326293760.0,1,-0.104145,-0.045923,-0.109129,-0.103824,-7.9536,-169.8313,17.76,23.93,1515.02,1642287360.0
39,1326293790.0,1,-0.107967,-0.0571717,-0.0860839,-0.102166,-7.9942,-169.8251,17.93,24.09,1511.14,1642287390.0
40,1326293820.0,1,-0.0933269,-0.0430877,-0.0954729,-0.0746218,-8.0346,-169.819,18.1,24.25,1507.28,1642287420.0
41,1326293850.0,1,-0.0756124,-0.0209823,-0.0662819,-0.0564201,-8.0749,-169.8131,18.27,24.41,1503.43,1642287450.0
42,1326293880.0,1,-0.0694022,-0.0234132,-0.098497,-0.0770152,-8.1149,-169.8073,18.44,24.57,1499.6,1642287480.0
43,1326293910.0,1,-0.0899384,-0.0465391,-0.122105,-0.099112,-8.1548,-169.8016,18.61,24.73,1495.79,1642287510.0
44,1326293940.0,1,-0.0974015,-0.0473625,-0.128093,-0.0749812,-8.1945,-169.7961,18.78,24.89,1491.99,1642287540.0
45,1326293970.0,1,-0.057395,-0.0204216,-0.0574475,-0.0418088,-8.234,-169.7907,18.95,25.05,1488.21,1642287570.0
46,1326294000.0,1,-0.0421197,-0.0102746,-0.112157,-0.0503937,-8.2733,-169.7855,19.12,25.21,1484.44,1642287600.0
47,1326294030.0,1,-0.0684763,-0.0268058,-0.123208,-0.0693941,-8.3125,-169.7804,19.29,25.37,1480.68,1642287630.0
48,1326294060.0,1,-0.0561403,-0.0345543,-0.100589,-0.0605278,-8.3514,-169.7754,19.46,25.54,1476.96,1642287660.0
49,1326294090.0,1,-0.046375,-0.0241512,-0.117289,-0.0436309,-8.3902,-169.7706,19.63,25.7,1473.23,1642287690.0
50,1326294120.0,1,-0.0401346,-0.0175192,-0.100295,-0.0417108,-8.4288,-169.7659,19.8,25.86,1469.53,1642287720.0
51,1326294150.0,1,-0.0311382,-0.0244556,-0.110596,-0.0514462,-8.4672,-169.7613,19.97,26.03,1465.85,1642287750.0
52,1326294180.0,1,-0.0443699,-0.0369313,-0.138182,-0.0608695,-8.5055,-169.7568,20.14,26.19,1462.17,1642287780.0
53,1326294210.0,1,-0.0438984,-0.0443613,-0.120041,-0.0604904,-8.5435,-169.7525,20.31,26.35,1458.52,1642287810.0
54,1326294240.0,1,-0.0366216,-0.0456692,-0.133163,-0.0573759,-8.5814,-169.7483,20.48,26.52,1454.87,1642287840.0
55,1326294270.0,1,-0.0356701,-0.0493783,-0.127538,-0.0622371,-8.6191,-169.7442,20.66,26.68,1451.25,1642287870.0
56,1326294300.0,1,-0.0296655,-0.0542733,-0.130154,-0.0621624,-8.6566,-169.7402,20.83,26.85,1447.65,1642287900.0
57,1326294330.0,1,-0.022647,-0.0491201,-0.122003,-0.0468972,-8.694,-169.7364,21.0,27.01,1444.04,1642287930.0
58,1326294360.0,1,0.00247652,-0.0371926,-0.0870751,-0.0331898,-8.7311,-169.7326,21.17,27.18,1440.48,1642287960.0
59,1326294390.0,1,0.0182062,-0.029395,-0.0973598,-0.0266083,-8.7681,-169.729,21.35,27.34,1436.91,1642287990.0
60,1326294420.0,1,0.0259782,-0.0225244,-0.0778484,-0.0149174,-8.8049,-169.7255,21.52,27.51,1433.37,1642288020.0
61,1326294450.0,1,0.0507856,-0.0138646,-0.0525317,-0.0046696,-8.8416,-169.7221,21.7,27.68,1429.83,1642288050.0
62,1326294480.0,1,0.064894,-0.00732328,-0.054401,0.00211311,-8.878,-169.7188,21.87,27.84,1426.32,1642288080.0
63,1326294510.0,1,0.0773083,0.00571724,-0.0324474,0.0244071,-8.9143,-169.7156,22.05,28.01,1422.82,1642288110.0
64,1326294540.0,1,0.118591,0.0294603,0.0243373,0.0525113,-8.9504,-169.7126,22.22,28.18,1419.33,1642288140.0
65,1326294570.0,1,0.142023,0.0457747,0.0119615,0.0600956,-8.9863,-169.7096,22.4,28.35,1415.86,1642288170.0
66,1326294600.0,1,0.140239,0.0457826,0.0184333,0.0550392,-9.0221,-169.7068,22.57,28.51,1412.4,1642288200.0
67,1326294630.0,1,0.152608,0.0388515,0.0347605,0.0481215,-9.0577,-169.704,22.75,28.68,1408.96,1642288230.0
68,1326294660.0,1,0.140786,0.0254347,-0.0060493,0.0299538,-9.0931,-169.7014,22.92,28.85,1405.54,1642288260.0
69,1326294690.0,1,0.125535,0.00644168,0.00401151,0.0118144,-9.1283,-169.6988,23.1,29.02,1402.14,1642288290.0
70,1326294720.0,1,0.1349,0.00041343,0.0129502,0.0192468,-9.1634,-169.6964,23.28,29.19,1398.74,1642288320.0
71,1326294750.0,1,0.144814,0.0133118,0.0247738,0.0383508,-9.1983,-169.694,23.46,29.36,1395.36,1642288350.0
72,1326294780.0,1,0.159147,0.0178507,0.0424893,0.0284363,-9.233,-169.6918,23.64,29.53,1391.99,1642288380.0
73,1326294810.0,1,0.148122,-0.0025879,0.00410343,-0.0025708,-9.2676,-169.6896,23.81,29.7,1388.64,1642288410.0
74,1326294840.0,1,0.128743,-0.0184446,0.0066228,-0.00318444,-9.302,-169.6876,23.99,29.87,1385.3,1642288440.0
75,1326294870.0,1,0.150757,-0.00399237,0.0510538,0.0262279,-9.3362,-169.6856,24.17,30.04,1381.99,1642288470.0
76,1326294900.0,1,0.183578,0.0178465,0.0754026,0.0398445,-9.3702,-169.6837,24.35,30.21,1378.69,1642288500.0
77,1326294930.0,1,0.182012,0.0245939,0.0516753,0.0385382,-9.4041,-169.6819,24.53,30.38,1375.4,1642288530.0
78,1326294960.0,1,0.193426,0.0293557,0.101878,0.0479777,-9.4378,-169.6803,24.71,30.55,1372.12,1642288560.0
79,1326294990.0,1,0.215265,0.0413052,0.100016,0.0612822,-9.4714,-169.6786,24.9,30.72,1368.86,1642288590.0
80,1326295020.0,1,0.217136,0.0535736,0.111095,0.0714094,-9.5047,-169.6771,25.08,30.89,1365.62,1642288620.0
81,1326295050.0,1,0.232032,0.0639636,0.13512,0.0804658,-9.5379,-169.6757,25.26,31.06,1362.38,1642288650.0
82,1326295080.0,1,0.246312,0.0702813,0.145097,0.0822231,-9.571,-169.6744,25.44,31.23,1359.16,1642288680.0
83,1326295110.0,1,0.236577,0.0724482,0.122031,0.0832342,-9.6039,-169.6731,25.63,31.41,1355.96,1642288710.0
84,1326295140.0,1,0.24058,0.0736765,0.159926,0.083066,-9.6366,-169.6719,25.81,31.58,1352.77,1642288740.0
85,1326295170.0,1,0.23378,0.0629294,0.114788,0.0598711,-9.6691,-169.6708,25.99,31.75,1349.6,1642288770.0
86,1326295200.0,1,0.19849,0.0382691,0.096621,0.0319,-9.7015,-169.6698,26.18,31.92,1346.44,1642288800.0
87,1326295230.0,1,0.190023,0.0291068,0.105429,0.0397104,-9.7338,-169.6689,26.36,32.1,1343.29,1642288830.0
88,1326295260.0,1,0.198781,0.042803,0.121217,0.0574152,-9.7658,-169.668,26.55,32.27,1340.16,1642288860.0
89,1326295290.0,1,0.199984,0.0444672,0.11599,0.0412312,-9.7977,-169.6672,26.74,32.44,1337.05,1642288890.0
90,1326295320.0,1,0.17028,0.0246239,0.0697495,0.0157821,-9.8295,-169.6665,26.92,32.62,1333.94,1642288920.0
91,1326295350.0,1,0.148232,0.00936617,0.0795014,0.00871876,-9.8611,-169.6659,27.11,32.79,1330.85,1642288950.0
92,1326295380.0,1,0.145084,0.00224007,0.0722488,3.19493e-05,-9.8925,-169.6653,27.3,32.96,1327.78,1642288980.0
93,1326295410.0,1,0.1194,-0.00635002,0.0369954,-0.00970207,-9.9238,-169.6648,27.49,33.14,1324.71,1642289010.0
94,1326295440.0,1,0.112452,-0.00854526,0.0667446,-0.00605013,-9.9549,-169.6644,27.68,33.31,1321.67,1642289040.0
95,1326295470.0,1,0.107599,-0.0114499,0.0354998,-0.0174108,-9.9859,-169.664,27.87,33.49,1318.63,1642289070.0
96,1326295500.0,1,0.0738725,-0.0327809,0.00826406,-0.0501359,-10.0167,-169.6637,28.06,33.66,1315.61,1642289100.0
97,1326295530.0,1,0.0466916,-0.0515859,-0.00995949,-0.0559824,-10.0473,-169.6635,28.25,33.83,1312.61,1642289130.0
98,1326295560.0,1,0.0463416,-0.0436714,0.016832,-0.0352274,-10.0778,-169.6634,28.45,34.01,1309.62,1642289160.0
99,1326295590.0,1,0.051134,-0.0344162,0.00864148,-0.0384895,-10.1081,-169.6633,28.64,34.18,1306.64,1642289190.0
100,1326295620.0,1,0.0275305,-0.0442851,-0.0215286,-0.0558862,-10.1383,-169.6633,28.83,34.36,1303.68,1642289220.0
101,1326295650.0,1,0.0123289,-0.0483459,-0.0126755,-0.0473328,-10.1684,-169.6633,29.03,34.53,1300.72,1642289250.0
102,1326295680.0,1,0.0221962,-0.0367882,0.00720298,-0.0334836,-10.1982,-169.6634,29.22,34.71,1297.79,1642289280.0
103,1326295710.0,1,0.0122672,-0.0323962,-0.0238907,-0.0392853,-10.228,-169.6636,29.42,34.88,1294.86,1642289310.0
104,1326295740.0,1,-0.00269537,-0.0340741,-0.0139545,-0.0373457,-10.2576,-169.6638,29.61,35.06,1291.95,1642289340.0
105,1326295770.0,1,0.00972672,-0.0206542,0.0100136,-0.0127385,-10.287,-169.6641,29.81,35.23,1289.05,1642289370.0
106,1326295800.0,1,0.0180394,0.00325102,0.0110157,0.0101707,-10.3163,-169.6645,30.01,35.41,1286.16,1642289400.0
107,1326295830.0,1,0.0221569,0.0167667,0.0270534,0.0141163,-10.3454,-169.6649,30.21,35.59,1283.3,1642289430.0
108,1326295860.0,1,0.0109524,0.0124592,-0.00287147,0.00166395,-10.3744,-169.6653,30.41,35.76,1280.44,1642289460.0
109,1326295890.0,1,-0.0131859,-0.00120258,-0.0127575,-0.0130479,-10.4032,-169.6658,30.61,35.94,1277.6,1642289490.0
110,1326295920.0,1,-0.0311191,-0.00927994,-0.030603,-0.0144803,-10.4319,-169.6664,30.81,36.11,1274.77,1642289520.0
111,1326295950.0,1,-0.0399364,-0.00771072,-0.0224069,-0.00975425,-10.4605,-169.667,31.01,36.29,1271.95,1642289550.0
112,1326295980.0,1,-0.0427235,-0.00774282,-0.0281678,-0.0140768,-10.4889,-169.6677,31.21,36.46,1269.14,1642289580.0
113,1326296010.0,1,-0.064267,-0.0132302,-0.0578846,-0.020507,-10.5171,-169.6684,31.42,36.64,1266.35,1642289610.0
114,1326296040.0,1,-0.0744365,-0.017247,-0.0415564,-0.0223906,-10.5452,-169.6692,31.62,36.82,1263.57,1642289640.0
115,1326296070.0,1,-0.0774135,-0.0189287,-0.0571822,-0.0237726,-10.5732,-169.67,31.83,36.99,1260.81,1642289670.0
116,1326296100.0,1,-0.0933695,-0.0171624,-0.0657613,-0.0179304,-10.601,-169.6709,32.03,37.17,1258.05,1642289700.0
117,1326296130.0,1,-0.0890344,-0.010252,-0.0412928,-0.00913953,-10.6287,-169.6718,32.24,37.35,1255.31,1642289730.0
118,1326296160.0,1,-0.0900533,-0.00891436,-0.0617764,-0.0150097,-10.6562,-169.6728,32.45,37.52,1252.59,1642289760.0
119,1326296190.0,1,-0.110222,-0.0149215,-0.0752115,-0.02068,-10.6836,-169.6738,32.66,37.7,1249.87,1642289790.0
120,1326296220.0,1,-0.109895,-0.0118618,-0.0545976,-0.00795603,-10.7109,-169.6749,32.87,37.87,1247.16,1642289820.0
121,1326296250.0,1,-0.104677,-0.00318688,-0.0589346,-0.0025552,-10.738,-169.676,33.08,38.05,1244.48,1642289850.0
122,1326296280.0,1,-0.116217,-0.00848118,-0.0722223,-0.0181147,-10.765,-169.6771,33.29,38.23,1241.8,1642289880.0
123,1326296310.0,1,-0.136945,-0.0212411,-0.0954606,-0.027883,-10.7919,-169.6783,33.5,38.4,1239.13,1642289910.0
124,1326296340.0,1,-0.140828,-0.0247144,-0.0756495,-0.0251099,-10.8186,-169.6795,33.71,38.58,1236.48,1642289940.0
125,1326296370.0,1,-0.139093,-0.0219478,-0.0877892,-0.0221953,-10.8452,-169.6808,33.93,38.76,1233.84,1642289970.0
126,1326296400.0,1,-0.145635,-0.0166959,-0.0838798,-0.0137355,-10.8716,-169.6821,34.15,38.93,1231.21,1642290000.0
127,1326296430.0,1,-0.13304,-0.00830922,-0.0579217,-0.00422749,-10.8979,-169.6835,34.36,39.11,1228.59,1642290030.0
128,1326296460.0,1,-0.130098,-0.00446061,-0.0739153,-0.00531842,-10.9241,-169.6848,34.58,39.28,1225.99,1642290060.0
129,1326296490.0,1,-0.13657,-0.00262313,-0.067861,-0.000471124,-10.9501,-169.6863,34.8,39.46,1223.4,1642290090.0
130,1326296520.0,1,-0.124854,0.00688667,-0.0477596,0.0136004,-10.9761,-169.6877,35.02,39.64,1220.82,1642290120.0
131,1326296550.0,1,-0.116126,0.0131913,-0.0476116,0.0124397,-11.0018,-169.6892,35.24,39.81,1218.26,1642290150.0
132,1326296580.0,1,-0.122855,0.0107195,-0.0584178,0.00950415,-11.0275,-169.6908,35.46,39.99,1215.69,1642290180.0
133,1326296610.0,1,-0.116106,0.0194427,-0.0311792,0.030654,-11.053,-169.6923,35.68,40.16,1213.16,1642290210.0
134,1326296640.0,1,-0.0917403,0.0369618,-0.00789659,0.0447448,-11.0784,-169.6939,35.91,40.34,1210.62,1642290240.0
135,1326296670.0,1,-0.0954438,0.0344515,-0.037571,0.0256524,-11.1037,-169.6956,36.13,40.51,1208.1,1642290270.0
136,1326296700.0,1,-0.118937,0.0147348,-0.0532037,0.00544537,-11.1288,-169.6972,36.36,40.69,1205.6,1642290300.0
137,1326296730.0,1,-0.122914,0.00243582,-0.0447958,0.00119511,-11.1538,-169.6989,36.59,40.86,1203.1,1642290330.0
138,1326296760.0,1,-0.126268,-0.00219979,-0.0593486,-0.00348519,-11.1787,-169.7007,36.82,41.04,1200.61,1642290360.0
139,1326296790.0,1,-0.129383,-0.00388224,-0.0498634,-0.00175894,-11.2034,-169.7024,37.05,41.21,1198.14,1642290390.0
140,1326296820.0,1,-0.117128,0.00299427,-0.0353419,0.0101315,-11.2281,-169.7042,37.28,41.39,1195.68,1642290420.0
141,1326296850.0,1,-0.109778,0.00620098,-0.0357853,0.00437341,-11.2526,-169.706,37.51,41.56,1193.23,1642290450.0
142,1326296880.0,1,-0.119758,-0.00735368,-0.0551955,-0.0165032,-11.277,-169.7078,37.75,41.74,1190.79,1642290480.0
143,1326296910.0,1,-0.13246,-0.0185737,-0.0615741,-0.0174265,-11.3012,-169.7097,37.98,41.91,1188.37,1642290510.0
144,1326296940.0,1,-0.114671,-0.0115571,-0.0209229,-0.00273202,-11.3254,-169.7116,38.22,42.09,1185.95,1642290540.0
145,1326296970.0,1,-0.10204,-0.00188039,-0.0382437,0.00135771,-11.3494,-169.7135,38.46,42.26,1183.54,1642290570.0
146,1326297000.0,1,-0.102089,0.000442912,-0.0225385,0.00214391,-11.3733,-169.7155,38.69,42.44,1181.15,1642290600.0
147,1326297030.0,1,-0.0827478,0.00523992,-0.00080927,0.0114671,-11.3971,-169.7174,38.94,42.61,1178.77,1642290630.0
148,1326297060.0,1,-0.0778091,0.0118892,-0.0150581,0.0152118,-11.4207,-169.7194,39.18,42.78,1176.4,1642290660.0
149,1326297090.0,1,-0.0769985,0.00821399,-0.00228716,0.00356318,-11.4443,-169.7214,39.42,42.96,1174.04,1642290690.0
150,1326297120.0,1,-0.0779417,-0.00379711,-0.0194987,-0.00884096,-11.4677,-169.7235,39.67,43.13,1171.69,1642290720.0
151,1326297150.0,1,-0.0848318,-0.0080702,-0.0186951,-0.00480497,-11.491,-169.7255,39.91,43.3,1169.36,1642290750.0
152,1326297180.0,1,-0.0657423,0.00125926,0.0151214,0.00965294,-11.5142,-169.7276,40.16,43.47,1167.03,1642290780.0
153,1326297210.0,1,-0.048661,0.011763,0.0119483,0.0158404,-11.5372,-169.7297,40.41,43.65,1164.72,1642290810.0
154,1326297240.0,1,-0.0483466,0.0131899,0.0117831,0.0121006,-11.5602,-169.7318,40.66,43.82,1162.41,1642290840.0
155,1326297270.0,1,-0.037727,0.010724,0.0286231,0.0103977,-11.5831,-169.7339,40.91,43.99,1160.12,1642290870.0
156,1326297300.0,1,-0.0377953,0.0104338,0.00746573,0.0111176,-11.6058,-169.7361,41.16,44.16,1157.83,1642290900.0
157,1326297330.0,1,-0.0352807,0.00818669,0.0293082,0.00587352,-11.6284,-169.7382,41.42,44.33,1155.57,1642290930.0
158,1326297360.0,1,-0.0281911,0.0033844,0.0171478,0.00167533,-11.6509,-169.7404,41.67,44.5,1153.31,1642290960.0
159,1326297390.0,1,-0.0292395,0.0061027,0.0229816,0.0113184,-11.6733,-169.7426,41.93,44.67,1151.06,1642290990.0
160,1326297420.0,1,-0.00978464,0.0156336,0.0508067,0.0206852,-11.6956,-169.7448,42.19,44.84,1148.82,1642291020.0
161,1326297450.0,1,-0.00052825,0.016111,0.0366202,0.0123836,-11.7178,-169.747,42.45,45.01,1146.59,1642291050.0
162,1326297480.0,1,-0.0128038,0.00704699,0.0214188,0.00258483,-11.7399,-169.7493,42.72,45.18,1144.36,1642291080.0
163,1326297510.0,1,-0.00750086,0.00331668,0.0411995,0.00474328,-11.7618,-169.7515,42.98,45.35,1142.16,1642291110.0
164,1326297540.0,1,0.00590296,0.00672085,0.0429592,0.00936701,-11.7837,-169.7538,43.25,45.52,1139.96,1642291140.0
165,1326297570.0,1,0.00746026,0.0128907,0.0386946,0.0171221,-11.8054,-169.7561,43.51,45.69,1137.77,1642291170.0
166,1326297600.0,1,0.0244316,0.0210732,0.0704023,0.0252815,-11.8271,-169.7583,43.78,45.85,1135.6,1642291200.0
167,1326297630.0,1,0.0349182,0.0212633,0.0530791,0.016689,-11.8486,-169.7606,44.05,46.02,1133.43,1642291230.0
168,1326297660.0,1,0.0173544,0.00948383,0.0287215,0.00127939,-11.87,-169.7629,44.33,46.19,1131.28,1642291260.0
169,1326297690.0,1,0.0196064,0.00106423,0.0513259,-5.42542e-06,-11.8914,-169.7653,44.6,46.35,1129.12,1642291290.0
170,1326297720.0,1,0.0240581,-1.67953e-05,0.0318889,-0.000604539,-11.9126,-169.7676,44.88,46.52,1126.99,1642291320.0
171,1326297750.0,1,0.0153777,-0.0072776,0.0274069,-0.0144088,-11.9337,-169.7699,45.16,46.69,1124.87,1642291350.0
172,1326297780.0,1,0.0135917,-0.0183785,0.0218762,-0.0227694,-11.9548,-169.7723,45.44,46.85,1122.74,1642291380.0
173,1326297810.0,1,0.0157887,-0.0175844,0.025293,-0.0129438,-11.9757,-169.7746,45.72,47.02,1120.64,1642291410.0
174,1326297840.0,1,0.0298601,-0.00666204,0.0426538,-0.00127897,-11.9965,-169.777,46.0,47.18,1118.54,1642291440.0
175,1326297870.0,1,0.0434717,-0.000552314,0.0459544,-0.00090459,-12.0172,-169.7793,46.29,47.34,1116.46,1642291470.0
176,1326297900.0,1,0.0401495,-0.00265535,0.0291913,-0.00524446,-12.0379,-169.7817,46.57,47.51,1114.38,1642291500.0
177,1326297930.0,1,0.0415851,-0.00688798,0.0423603,-0.00914444,-12.0584,-169.784,46.86,47.67,1112.32,1642291530.0
178,1326297960.0,1,0.0455808,-0.00958717,0.0304576,-0.0106261,-12.0788,-169.7864,47.15,47.83,1110.26,1642291560.0
179,1326297990.0,1,0.0456559,-0.00605043,0.035479,-0.00185548,-12.0992,-169.7888,47.45,47.99,1108.21,1642291590.0
180,1326298020.0,1,0.065263,0.00503264,0.0634207,0.0117837,-12.1194,-169.7912,47.74,48.15,1106.17,1642291620.0
181,1326298050.0,1,0.0763635,0.0130217,0.0502783,0.013757,-12.1396,-169.7935,48.04,48.31,1104.14,1642291650.0
182,1326298080.0,1,0.0735236,0.0108937,0.0500476,0.0069042,-12.1596,-169.7959,48.34,48.47,1102.13,1642291680.0
183,1326298110.0,1,0.0756272,0.00628212,0.0477247,0.00439043,-12.1796,-169.7983,48.64,48.63,1100.12,1642291710.0
184,1326298140.0,1,0.0771931,0.00610966,0.046305,0.0066357,-12.1994,-169.8007,48.94,48.79,1098.12,1642291740.0
185,1326298170.0,1,0.0831616,0.00880774,0.0527844,0.009757,-12.2192,-169.8031,49.25,48.94,1096.13,1642291770.0
186,1326298200.0,1,0.0848628,0.00957188,0.0431583,0.00841427,-12.2389,-169.8055,49.55,49.1,1094.14,1642291800.0
187,1326298230.0,1,0.0842393,0.00292951,0.0454226,-0.00307755,-12.2585,-169.8078,49.86,49.26,1092.18,1642291830.0
188,1326298260.0,1,0.0753337,-0.00787885,0.0185727,-0.0131623,-12.278,-169.8102,50.17,49.41,1090.21,1642291860.0
189,1326298290.0,1,0.0713195,-0.010626,0.030604,-0.00880953,-12.2974,-169.8126,50.49,49.57,1088.26,1642291890.0
190,1326298320.0,1,0.0859887,-0.00543808,0.0415122,-0.00275266,-12.3168,-169.815,50.8,49.72,1086.31,1642291920.0
191,1326298350.0,1,0.0854973,-0.00445973,0.0232926,-0.00667124,-12.336,-169.8173,51.12,49.87,1084.38,1642291950.0
192,1326298380.0,1,0.0823525,-0.00887787,0.0289405,-0.0116158,-12.3552,-169.8197,51.44,50.03,1082.45,1642291980.0
193,1326298410.0,1,0.0845883,-0.0139214,0.0214513,-0.0168056,-12.3742,-169.8221,51.76,50.18,1080.54,1642292010.0
194,1326298440.0,1,0.0749691,-0.0226537,0.00382042,-0.0288965,-12.3932,-169.8244,52.09,50.33,1078.63,1642292040.0
195,1326298470.0,1,0.0681915,-0.0325032,0.00204304,-0.0363335,-12.4121,-169.8268,52.41,50.48,1076.73,1642292070.0
196,1326298500.0,1,0.0727655,-0.0317996,0.00711431,-0.0275513,-12.431,-169.8291,52.74,50.63,1074.84,1642292100.0
197,1326298530.0,1,0.0846855,-0.0211514,0.0200296,-0.0151053,-12.4497,-169.8315,53.07,50.78,1072.96,1642292130.0
198,1326298560.0,1,0.0948061,-0.0139906,0.021784,-0.0131983,-12.4684,-169.8338,53.41,50.92,1071.08,1642292160.0
199,1326298590.0,1,0.0991218,-0.0129844,0.0233726,-0.0131146,-12.4869,-169.8362,53.74,51.07,1069.22,1642292190.0
200,1326298620.0,1,0.104763,-0.00796,0.0277905,-0.00297363,-12.5054,-169.8385,54.08,51.22,1067.37,1642292220.0
201,1326298650.0,1,0.11886,0.00199402,0.0470328,0.00739244,-12.5239,-169.8408,54.42,51.36,1065.51,1642292250.0
202,1326298680.0,1,0.125652,0.00641904,0.0370944,0.00625908,-12.5422,-169.8431,54.76,51.5,1063.68,1642292280.0
203,1326298710.0,1,0.125323,0.0050398,0.0409705,0.00433345,-12.5605,-169.8454,55.11,51.65,1061.85,1642292310.0
